id_rete,input_json,file,titolo_rete,regione,provincia,nome_soggetto,tipo_dettaglio,macro_tipologia,ruolo_proponente,ruolo_attore,ruolo_firmatario,ruolo_testo,comune_soggetto,stato_osservazione,fonte_territorializzazione
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,Massa-Carrara,Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Massa,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,Massa-Carrara,Questura di Massa Carrara,Questura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Massa Carrara,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,Massa-Carrara,Provincia di Massa Carrara,Province/Città metropolitane,Province/Città metropolitane,0,1,1,attore|firmatario,Massa Carrara,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,nan,Giunta della Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome,0,0,0,nan,Toscana,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,nan,Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome,0,1,1,attore|firmatario,Toscana,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,Massa-Carrara,Azienda Sanitaria Locale n. 1 di Massa Carrara,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,1,attore|firmatario,Massa Carrara,valido_localizzato,json
09_APUANE_2015 Protocollo Prefettura.txt,09_risultati_enriched_2.4.json,09_APUANE_2015 Protocollo Prefettura.txt,APUANE_2015 Protocollo Prefettura,Toscana,nan,Ospedale (Pronto Soccorso,"Ospedale (Pronto soccorso, ecc.)",Sanità e servizi territoriali,0,1,0,attore,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Consigliera Provinciale di Parità,Organismi di parità,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,Organismi di parità,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Ufficio Scolastico Provinciale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,0,0,nan,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Ufficio Scolastico Territoriale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,0,0,nan,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Conferenza Zonale dei Sindaci del Valdarno,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Conferenza Zonale dei Sindaci della Valdichiana Aretina,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Conferenza dei Sindaci della Zona Aretina,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,"Associazione ""Pronto Donna"" Centro Antiviolenza",CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Comune di Arezzo,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,Enti territoriali sovracomunali,Enti territoriali sovracomunali,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,Enti territoriali sovracomunali,Enti territoriali sovracomunali,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Comando Provinciale dei Carabinieri di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,0,0,0,nan,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Comando Provinciale della Guardia di Finanza di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,0,0,0,nan,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Prefettura di Arezzo,Prefettura,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Procura della Repubblica presso il Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Questura di Arezzo,Questura,Giustizia e forze dell'ordine,0,0,0,nan,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,Arezzo,Provincia di Arezzo,Province/Città metropolitane,Province/Città metropolitane,0,1,1,attore|firmatario,Arezzo,valido_localizzato,json
09_AREZZO Prot_2024-2026.txt,09_risultati_enriched_2.4.json,09_AREZZO Prot_2024-2026.txt,AREZZO Prot_2024-2026,Toscana,nan,Azienda Usl n. 8,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,0,0,nan,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,European Society Stress Traumatic Studies,Altro,Altro,0,0,0,nan,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Società della Salute Fiorentina Nord Ovest,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Società della Salute Fiorentina Sud Est,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Società della Salute Firenze,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Società della Salute Mugello,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,CAM Centro Uomini Maltrattanti,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Centro Antiviolenza Associazione Artemisia APS,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,1,attore|firmatario,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Centro antiviolenza Artemisia,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Comune di Barberino del Mugello,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Barberino del Mugello,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Borgo San Lorenzo,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Borgo San Lorenzo,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Campi Bisenzio,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Campi Bisenzio,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Figline e Incisa Valdarno,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Figline e Incisa Valdarno,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Firenze,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Firenze: Area Tutela Valery,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Firenze: Servizi sociali,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Lastra a Signa,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Lastra a Signa,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Pontassieve,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Pontassieve,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Comune di San Casciano Val di Pesa,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,San Casciano Val di Pesa,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Scandicci,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Scandicci,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Comune di Sesto Fiorentino,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Sesto Fiorentino,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Comune di Tavarnelle Val di Pesa,Comuni,Enti territoriali / servizi comunali,0,0,0,nan,Tavarnelle Val di Pesa,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Quartiere 5 del Comune di Firenze,Comuni,Enti territoriali / servizi comunali,0,1,1,attore|firmatario,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Fiorentina Nord Ovest: Servizi sociali,Servizi sociali comunali,Enti territoriali / servizi comunali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Fiorentina Sud Est: Servizi sociali,Servizi sociali comunali,Enti territoriali / servizi comunali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Mugello: Servizi sociali,Servizi sociali comunali,Enti territoriali / servizi comunali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Referente Emergenza Sociale (RES) di zona,Servizi sociali comunali,Enti territoriali / servizi comunali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,Firenze,Città Metropolitana di Firenze,Province/Città metropolitane,Province/Città metropolitane,0,1,1,attore|firmatario,Firenze,valido_localizzato,json
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Codice Rosa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Fiorentina Nord Ovest: Codice Rosa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Fiorentina Sud Est: Codice Rosa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_localizzato,nome
09_FIRENZE Linee-di-indirizzo2024.txt,09_risultati_enriched_2.4.json,09_FIRENZE Linee-di-indirizzo2024.txt,FIRENZE Linee-di-indirizzo2024,Toscana,nan,Mugello: Codice Rosa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,0,1,0,attore,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Ufficio Scolastico Provinciale di Grosseto,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Articolazioni zonali delle conferenze dei sindaci del territorio provinciale,Altro,Altro,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Associazione Olympia de Gouges,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Associazione P.A. Humanitas,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Punto di Ascolto territoriale di Arcidosso,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Arcidosso,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Punto di Ascolto territoriale di Capalbio,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Capalbio,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Punto di Ascolto territoriale di Follonica,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Follonica,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Punto di Ascolto territoriale di Manciano,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Manciano,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Punto di ascolto territoriale di Grosseto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Ascom,Sindacati/Associazioni di categoria,Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,CIA,Sindacati/Associazioni di categoria,Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Confesercenti,Sindacati/Associazioni di categoria,Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Federalberghi,Sindacati/Associazioni di categoria,Associazionismo,0,0,0,nan,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Centro Antiviolenza di Grosseto,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Centro Antiviolenza di Orbetello,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Orbetello,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,"Centro antiviolenza ""Olympia de Gouges"" di Grosseto e Orbetello",CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,nan,valido_localizzato,nome
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,"Centro antiviolenza ""Tutto e vita — Elisabetta Fiorilli"" Grosseto",CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,nan,Centro antiviolenza di Mantepescali,CAV/Centri Antiviolenza,CAV e Case Rifugio,0,1,0,attore,Mantepescali,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Campagnatico,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Campagnatico,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Capalbio,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Capalbio,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Castiglione della Pescaia,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Castiglione della Pescaia,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Cinigiano,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Cinigiano,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Civitella Paganico,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Civitella Paganico,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Follonica,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Follonica,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Gavorrano,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Gavorrano,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Grosseto,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Grosseto,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Isola del Giglio,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Isola del Giglio,valido_localizzato,json
09_GROSSETO 2022 fpdf.txt,09_risultati_enriched_2.4.json,09_GROSSETO 2022 fpdf.txt,GROSSETO 2022 fpdf,Toscana,Grosseto,Comune di Magliano in Toscana,Comuni,Enti territoriali / servizi comunali,0,1,0,attore,Magliano in Toscana,valido_localizzato,json
